dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,dataset_size
ds-768-10S/Short/long,moirai_2_small,8.396658763257339e+17,8.396658763257339e+17,172177674.3917037,1.6468188153587928,0.1437930501302083,0.1024678909866898,34.45424060705233,916332841.453221,0.2703600341429852,0.050800276735009,0.0438222191179241,Infrastructure,60,
ds-768-10S/Short/medium,moirai_2_small,8.754782503626048e+17,8.754782503626048e+17,172169169.27525926,1.5922783295634415,0.1321869574652777,0.0994963107638888,32.747950468963786,935669947.3439364,0.2760653634429252,0.0507977673372571,0.0433154996074857,Infrastructure,60,
ds-768-10S/Short/short,moirai_2_small,41.522465891520184,41.522465891520184,0.8991757982042101,2.120471052564191,4.23640247938368,1.1754621175130209,36.942078315554426,6.443792818792375,6.151751857961607,0.8584239969828071,0.7437189885622831,['Infrastructure'],60,20.0
ds-769-5T/Short/long,moirai_2_small,0.0,0.0,0.0,0.0,,,8.052284996645904,0.0,,,,Infrastructure,57,
ds-769-5T/Short/medium,moirai_2_small,0.0,0.0,0.0,0.0,,,6.940441707508556,0.0,,,,Infrastructure,57,
ds-769-5T/Short/short,moirai_2_small,0.6022877902315374,0.6022877902315374,0.2415923514561346,0.4871924539411137,2.1922373453776043,0.4833053455018161,8.204677936272164,0.7760720264457014,1.2570996211810122,0.3913369418643591,0.3362220578129414,['Infrastructure'],57,20.0
ds-77-T/Short/long,moirai_2_small,19.26344152379919,19.26344152379919,3.5993454544632524,3.257422749314474,13.710725120261865,1.3813751503273293,100.76722539677118,4.389013730190325,1.5984782406299811,1.310881155347957,1.2413082113714164,['Application Usage'],1,3.0
ds-77-T/Short/medium,moirai_2_small,6.532143274943034,6.532143274943034,2.103468481699626,1.9943908245301087,3.3854101498921714,1.0376349925994872,56.227234605616545,2.555805797579901,0.8382983881335385,0.6899327951162031,0.6420313477149162,['Application Usage'],1,4.0
ds-77-T/Short/short,moirai_2_small,2.455520910024643,2.455520910024643,0.9111066341400148,0.751193585961578,1.4035433242718378,0.7188693543275197,6.5275867760112645,1.5670101818509805,0.6256882712587648,0.363793893268825,0.2929513612971158,['Application Usage'],1,20.0
ds-770-5T/Short/long,moirai_2_small,3.1158809138175237e+21,3.1158809138175237e+21,17639733364.98041,1.7551178667186924,0.5047178819444444,0.3572774402006173,34.88597477039853,55820076261.301575,1.7836071663204578,0.5636386932630021,0.5305311019063388,Infrastructure,45,
